title,genre,price,quantity,inStock,UPC,productType,dateAccessed
The Odyssey,Add a comment,£29.64,1,yes,f0512adadffd2480,Books,2022-12-30 21:57
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,£57.70,1,yes,b0913e67d38d5ed5,Books,2022-12-30 21:57
The Nicomachean Ethics,Philosophy,£36.34,1,yes,5c10b64db3e4f228,Books,2022-12-30 21:57
The Name of the Wind (The Kingkiller Chronicle #1),Default,£50.59,1,yes,c8614adb1a90b027,Books,2022-12-30 21:57
The Mirror & the Maze (The Wrath and the Dawn #1.5),Fantasy,£29.38,1,yes,c40b70e0f6d80189,Books,2022-12-30 21:57
The Little Prince,Classics,£45.42,1,yes,1aeca7d078d57deb,Books,2022-12-30 21:57
The Light of the Fireflies,Add a comment,£54.43,1,yes,04e43893e32f9d29,Books,2022-12-30 21:57
The Last Girl (The Dominion Trilogy #1),Science Fiction,£36.26,1,yes,16c71736dae78764,Books,2022-12-30 21:57
The Iliad,Add a comment,£16.16,1,yes,86d8bd7afa5b51b3,Books,2022-12-30 21:57
The Hook Up (Game On #1),New Adult,£36.29,1,yes,6e473eff459e809f,Books,2022-12-30 21:57
The Haters,Young Adult,£27.89,1,yes,fff8a057a40c4a60,Books,2022-12-30 21:57
The Girl You Lost,Mystery,£12.29,1,yes,4280ac3eab57aa5d,Books,2022-12-30 21:57
The Girl In The Ice (DCI Erika Foster #1),Mystery,£15.85,1,yes,ee61197edb882599,Books,2022-12-30 21:57
The End of the Jesus Era (An Investigation #1),Nonfiction,£14.40,1,yes,09659d1639a1f978,Books,2022-12-30 21:57
The Edge of Reason (Bridget Jones #2),Womens Fiction,£19.18,1,yes,29fc016c459aeb14,Books,2022-12-30 21:57
The Complete Maus (Maus #1-2),Sequential Art,£10.64,1,yes,3301af038a720587,Books,2022-12-30 21:57
The Communist Manifesto,Add a comment,£14.76,1,yes,18b4545a5ed15581,Books,2022-12-30 21:57
The Bhagavad Gita,Religion,£57.49,1,yes,f3a0b8c835129558,Books,2022-12-30 21:57
The Bette Davis Club,Fiction,£30.66,1,yes,dfb0849016bc122c,Books,2022-12-30 21:57
The Art of Not Breathing,Young Adult,£40.83,1,yes,5bc1fbccfbf2355c,Books,2022-12-30 21:57
Taking Shots (Assassins #1),Default,£18.88,1,yes,a7eef9d6795422c1,Books,2022-12-30 21:57
Starlark,Historical Fiction,£25.83,1,yes,e25164e5b3fe208b,Books,2022-12-30 21:57
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Sequential Art,£42.12,1,yes,2ac720f76384c57e,Books,2022-12-30 21:57
Sister Sable (The Mad Queen #1),Fantasy,£13.33,1,yes,3a9a7c5895e82646,Books,2022-12-30 21:57
Shatter Me (Shatter Me #1),Default,£42.40,1,yes,9ed7090d8fa690b0,Books,2022-12-30 21:57
Shameless,New Adult,£58.35,1,yes,c068c013d6921fea,Books,2022-12-30 21:57
Shadow Rites (Jane Yellowrock #10),Fantasy,£21.72,1,yes,229cd6564bf0dce4,Books,2022-12-30 21:57
Settling the Score (The Summer Games #1),Sports and Games,£44.91,1,yes,132adf7335bb384a,Books,2022-12-30 21:57
Sense and Sensibility,Classics,£37.46,1,yes,35e44170702139a4,Books,2022-12-30 21:57
"Saga, Volume 1 (Saga (Collected Editions) #1)",Sequential Art,£28.48,1,yes,4f64568dfefa3ce7,Books,2022-12-30 21:57
"Rhythm, Chord & Malykhin",Romance,£28.34,1,yes,9efb397067eb7e8a,Books,2022-12-30 21:57
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Sequential Art,£46.96,1,yes,3cdca3b4a93980f5,Books,2022-12-30 21:57
Paradise Lost (Paradise #1),Default,£24.96,1,yes,849db7ab7f4a640c,Books,2022-12-30 21:57
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Sequential Art,£21.71,1,yes,bcbcbcf0f6ed196f,Books,2022-12-30 21:57
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Sequential Art,£29.87,1,yes,326825e02a198cf6,Books,2022-12-30 21:57
Origins (Alphas 0.5),Fantasy,£28.99,1,yes,8932e5c12f12ffed,Books,2022-12-30 21:57
One Second (Seven #7),Fantasy,£52.94,1,yes,7ea31f38675b91c1,Books,2022-12-30 21:57
On the Road (Duluoz Legend),Default,£32.36,1,yes,9ff997ab15713e53,Books,2022-12-30 21:57
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Music,£55.66,1,yes,a1985630339f4b3d,Books,2022-12-30 21:57
Off Sides (Off #1),New Adult,£39.45,1,yes,b6f1cfadc4dd79d4,Books,2022-12-30 21:57
Of Mice and Men,Classics,£47.11,1,yes,39592d9d72e717c4,Books,2022-12-30 21:57
Myriad (Prentor #1),Fantasy,£58.75,1,yes,63e20a0f98218a87,Books,2022-12-30 21:57
My Perfect Mistake (Over the Top #1),Romance,£38.92,1,yes,fd78f89878479f56,Books,2022-12-30 21:57
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Sequential Art,£39.39,1,yes,35a60467893aa168,Books,2022-12-30 21:57
Meditations,Philosophy,£25.89,1,yes,4f19709e47883df5,Books,2022-12-30 21:57
Matilda,Childrens,£28.34,1,yes,1053fb7ee17a1f33,Books,2022-12-30 21:57
Lost Among the Living,Historical Fiction,£27.70,1,yes,d510567580c8be52,Books,2022-12-30 21:57
Lord of the Flies,Add a comment,£24.89,1,yes,71a6471bbdac21d9,Books,2022-12-30 21:57
Listen to Me (Fusion #1),Romance,£58.99,1,yes,6e712ea24e77bd96,Books,2022-12-30 21:57
Kitchens of the Great Midwest,Fiction,£57.20,1,yes,06f6a57a6d532844,Books,2022-12-30 21:57
Jane Eyre,Default,£38.43,1,yes,8d390a1fc3133d06,Books,2022-12-30 21:57
Imperfect Harmony,Romance,£34.74,1,yes,f28f7299d38c0932,Books,2022-12-30 21:57
Icing (Aces Hockey #2),Sports and Games,£40.44,1,yes,3455b45888fb5053,Books,2022-12-30 21:57
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Sequential Art,£45.24,1,yes,6fe02600f322a0a9,Books,2022-12-30 21:57
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Science Fiction,£34.96,1,yes,6717a70913b3db79,Books,2022-12-30 21:57
"Giant Days, Vol. 1 (Giant Days #1-4)",Sequential Art,£56.76,1,yes,eb0fe24bbc845ecc,Books,2022-12-30 21:57
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Sequential Art,£40.28,1,yes,72e6fbf4f6382557,Books,2022-12-30 21:57
Frankenstein,Default,£38.00,1,yes,a492f49a3e2b6a71,Books,2022-12-30 21:57
Forever Rockers (The Rocker #12),Music,£28.80,1,yes,e564c3f1a93ccf2e,Books,2022-12-30 21:57
Fighting Fate (Fighting #6),Romance,£39.24,1,yes,6390772a3094939d,Books,2022-12-30 21:57
Emma,Classics,£32.93,1,yes,2e69730561ed70ad,Books,2022-12-30 21:57
"Eat, Pray, Love",Nonfiction,£51.32,1,yes,df56868afd166557,Books,2022-12-30 21:57
Deep Under (Walker Security #1),Romance,£47.09,1,yes,0072b94dfa30608e,Books,2022-12-30 21:57
Choosing Our Religion: The Spiritual Lives of America's Nones,Religion,£28.42,1,yes,a812f6969ddf3e39,Books,2022-12-30 21:57
Charlie and the Chocolate Factory (Charlie Bucket #1),Childrens,£22.85,1,yes,1774749f2cee292f,Books,2022-12-30 21:57
Charity's Cross (Charles Towne Belles #4),Romance,£41.24,1,yes,a96404cb928895f3,Books,2022-12-30 21:57
Bright Lines,Fiction,£39.07,1,yes,230ac636ea0ea415,Books,2022-12-30 21:57
Bridget Jones's Diary (Bridget Jones #1),Womens Fiction,£29.82,1,yes,a2b4b685dfa94733,Books,2022-12-30 21:57
Bounty (Colorado Mountain #7),Romance,£37.26,1,yes,abc0b15f2c907ff0,Books,2022-12-30 21:57
Blood Defense (Samantha Brinkman #1),Mystery,£20.30,1,yes,95cdfd514098c38b,Books,2022-12-30 21:57
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Sequential Art,£34.65,1,yes,099fae4a0705d63b,Books,2022-12-30 21:57
Beyond Good and Evil,Philosophy,£43.38,1,yes,08672cd59171d5e4,Books,2022-12-30 21:57
Alice in Wonderland (Alice's Adventures in Wonderland #1),Classics,£55.53,1,yes,cd2a2a70dd5d176d,Books,2022-12-30 21:57
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Sequential Art,£57.06,1,yes,bfd5e1701c862ac3,Books,2022-12-30 21:57
A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,£16.97,1,yes,19fec36a1dfb4c16,Books,2022-12-30 21:57
1st to Die (Women's Murder Club #1),Mystery,£53.98,1,yes,f684a82adc49f011,Books,2022-12-30 21:57
"1,000 Places to See Before You Die",Travel,£26.08,1,yes,228ba5e7577e1d49,Books,2022-12-30 21:57
